1748,(8),Borrowed,1748,Returned
March 16,J.4.20,Nature displayed Vol. 1<sup>st</sup> & 2<sup>d</sup>,,Nature displayed Vol. 1 & 2<sup>d</sup>
,J.4.12,Jewish Ceremonies,Ap. 28,Jewish Ceremonies
,J.5.3,Rollins Belles Lettres Vol 1<sup>st</sup>,Ap 28,Rollins Bell. Lett. Vol. 1<sup>st</sup>
,,on Profr Shaws order by,,
,,Robt Balfour,,
16,J.3.20,Pamphlets N<sup>o</sup> 7 on Prof<sup>r</sup>,May 29,Pamphlets No 7
,,Shaws order by Tho. Thomson,,
17,J.2.3,Rollins Belles Lettres Vol. 2<sup>d</sup>,Mar. 28,Rollins Belles Lettres V. 2<sup>d</sup>
,E.7.65,Lock on Education,Mar. 29,Lock on Education
,E.7.57,Avantures de Telemaque,Ap. 26,Avantures de Telemaq[ue]
,,on Mr Rymers order by,,
,,William Reid,,
17,S.2.22,Puffendorf′s Law of Nat. and Nations,Mar. 29,Puffendorfs Law of Nat. &c
,,on Prinll Murisons order by,,
,,Tho. Thomson,,
17,J.3.7,Hooks Rom. Hist. Vol. 2<sup>d</sup>,May 19,Hooks Rom. Hist. Vol. 2<sup>d</sup>
,J.2.4,Burnets Hist of þe Reformn Vol. 1<sup>st</sup>,Apr. 4,Burnet's Hist. Reform<sup>n</sup> Vol. 1<sup>st</sup>
,,Hen: Rymer,,
17,J.5.1,Rollins ancient Hist. Vol. 5<sup>th</sup> on,Mar. 25,Rollins ancient Hist. Vol. 5<sup>th</sup>
,,Mr Gregories order by,,
,,Will: Tailzier,,
17,K.5.24,Cumberland de Legibus on Prinll,Ap. 29,Cumberland de Legibus
,,Murisons order by,,
,,George Robertson,,
18,E.7.23,Moliers plays Voll. 5<sup>th</sup> & 7<sup>th</sup>,Mar. 21,Moliers plays Vol 5<sup>th</sup> & 7<sup>th</sup>
,,on Mr Gregories order by,,
,,Alex Duncan,,
18,A.6.6,Carleton′s Memoirs on Mr Rymers,May 16,Carletons Memoirs
,,order by,,
,,Alexr: Sharp,,
18,A.1.6,Thucidides Hist. Gr. Lat.,Apr. 23,Thucidydes Hist. Gr. Lat.
,A.1.22,Ciceronis Operum Tom. 1<sup>mus</sup>,Apr. 4,Ciceronis Operii Tom. 1<sup>mus</sup>
,A.3,Popes Odyssee Vol. 1<sup>st</sup>,Mar. 25,Popes Odyssee Vol. 1<sup>st</sup>
,,on Mr Rymers order by,,
,,Jerom Stones.,,
18,K.4.,Rollins Roman Hist. Vol. 3<sup>d</sup>,Mar. 22,Rollins Rom. Hist. Vol 3<sup>d</sup>
,,by C:A: Jo: Craigie,,
18,J.2.7,Whitby on þe N. Test. Vol. 1<sup>st</sup>,May 12,Whitby on þe N. Test. Vol. 1st
,,Jo: Craigie,,|-}<noinclude></div></noinclude>
