1750,134,Borrowed,1750,Returned
Nov<sup>r</sup> 16,A.3,Millers Gardenry Vol 2<sup>d</sup> on,June 5,Millars Gardenry V. 2<sup>d</sup>
,,Mr Da. Youngs order James Durham,,
,,Grangers Essay on Writing on,Decr 20,Granger's Essay on Writing
1751,,Mr Gregories order by James Durham,,
Jan. 22,K.2.,Tillotsons Sermons Vol. 1<sup>st</sup> on,Mar 28,Tillotsons Sermons V. 1<sup>st</sup>
,,Mr Jo. Youngs order by James Durham,,
Mar 28,A.1.,Domats Civil Law 2 V<sup>s</sup> on,June 5,Domat's Civ. Law 2 <sup>Vs</sup>
,,Mr Jo Youngs order by James Durham,,
Nov. 20,J.4.,Hooks Rom. Hist. Vol 1<sup>st</sup> on,Decr 5,Hook's Rom. Hist. V 1<sup>st</sup>
,,Mr Mortans order by James Durham,,
Decr 6,A.6.44,Rapins hist. of Engld V. 11<sup>th</sup> & 12<sup>th</sup> on,Decr 20,Rapins Hist. V. 11<sup>th</sup> & 12<sup>th</sup>
,,Mr Mortans order by James Durham,,
20,E.3.,Tacitus cum Notis Annib Scoti on,July 4,Tacitus Annib. Scoti
,,Mr Mortans order by James Durham,,
20,A.6.44,Rapins Hist. of Engld V. 10<sup>th</sup> on M<sup>r</sup>,Jan. 15,Rapin's Hist. V. 10<sup>th</sup>
,,Mortan's order by James Durham,,
1752,,,,
Jan. 7,J.4,Hooks Rom. History V. 2<sup>d</sup> on,July 4,Hook's Rom. Hist. V. 2<sup>d</sup>
,,Mr Mortans order by James Durham,,
1752,p. 126,,,
Feb. 17,E.7.23,Molieres plays V. 5<sup>th</sup> & 8<sup>th</sup> on,Apr 20,Molieres plays V. 5<sup>th</sup> & 8<sup>th</sup>.
,,profr Shaws order by Willm Reid,,
25,J.3.,Turretini Cogitat. and Dissert. 2<sup>vs</sup>,Apr 24,Turretini Cogitat & Dissert. 2<sup>vs</sup>
,,on profr Shaws order by Willm Reid,,
25,A.3.,Popes Hom. Iliad V. 5<sup>th</sup> on pr.,Mar 14,popes Hom Iliad V. 5<sup>th</sup>
,,Shaws order by Willm Reid,,
Mar 14,A.3,Popes Hom. Iliad V. 6<sup>th</sup> on the,Mar 23,Popes Hom. Iliad V. 6<sup>th</sup>
,,above order by Willm Reid,,
,,,,
