,(23),,,
Oct<sup>r</sup>,1748,Borrowed,,Returned
18,J.5.1,Rollins ancient Hist. Vol. 11<sup>th</sup> in,Nov<sup>r</sup> 4,Rollin's ancient Hist. Vol 11<sup>th</sup> 2 pts
,,two parts on Mr Gregorys order,,
,,by William Taylor,,
18,E.7.68,Spectator Vol. 1<sup>st</sup>,Nov<sup>r</sup> 5,Spectator Vol 1<sup>st</sup>
,K.4.14,Universal Hist. Vol. 1<sup>st</sup> on,Nov<sup>r</sup> 14,Universal Hist Vol. 1<sup>st</sup>
,,Mr Gregory′s order by,,
,,Willm Reid,,
18,A.5.18,Xenoph: Cyropaideia p Hutch.,Nov<sup>r</sup> 4,Xenophon Cyropaideia
,J.5.2,Rollin′s belles Lettres Vol. 2<sup>d</sup>,Nov<sup>r</sup> 4,Rollin's Belles Lettres Vol. 2<sup>d</sup>
,,on Mr Gregory′s order by,,
,,Jerom Stones,,
18,K.4.8,Rollins Rom. Hist. Vol. 4<sup>th</sup>,Oct<sup>r</sup> 29,Rollins Rom. Hist. Vol 4<sup>th</sup>
,A.3.,Popes Odyssee Vol. 1<sup>st</sup> on pro<sup>fr</sup>,Oct<sup>r</sup> 25,Popes Odyssee Vol. 1<sup>st.</sup>
,,Shaws order by,,
,,James Shaw,,
19,J.4.39,Baxter on þe Immateriality of þe Soul,Nov. 18,Baxter's Immateriality Vol. 1<sup>st</sup>
,,Vol 1<sup>st</sup>,,
,K.5.24,Watts Logick,Nov. 18,Watts Logick.
,A.6.21,Mounteney′s Demosthen. Orationes,Nov<sup>r</sup> 18,Monteneys Demosthenes
,,on Mr Gregories order by,,
,,David Mcgibbon,,
20,,Wilkins principles of Nat Relig,Oct<sup>r</sup> 26,Wilkins principles of Nat. Rel.
,,Hartcliffe on Moral Virtues,Nov<sup>r</sup> 7,Hartcliffe on Moral Virtues
,,Norris on þe Immort. of þe Soul,Oct<sup>r</sup> 26,Norris on Hartcliffe on Moral Virtues Immortality &c
,,John Craigie,,
21,E.1.16,Titi Livii Hist.,Nov<sup>r</sup> 19,Titi Livii Hist.
,E.7.68,Spectator Vol. 2<sup>d</sup> on M<sup>r</sup> Rymers,Nov. 19,Spectator Vol. 2<sup>d</sup>
,,order by Rob: Grant,,
21,J.5.1,Rollins ancient Hist. Vol. 1<sup>st</sup> pr,Nov. 19,Rollins ancient Hist. Vol. 1<sup>st</sup>
,,order forsd by Rob Grant,,
21,J.4.34,Swifts Miscellanies Vol. 5<sup>th.</sup>,Nov<sup>r</sup> 22,Swifts Miscellanies
,C 6.29,Prideaux′s Connection Vol. 1<sup>st</sup>,Nov 22,Prideaux's Connection Vol. 1<sup>st</sup>
,A.4.4,Prideaux′s Connection Vol 2<sup>d</sup> on,Nov<sup>r</sup> 22,[Prideaux's Connection] Vol 2<sup>d</sup>
,,Mr Gregories order by,,
,,Robert Anstruther,,
21,E.5.5,Ciceronis Epistolae,Oct<sup>r</sup> 31,Ciceronis Epistolae
,E..,Spectator Vol. 3<sup>d</sup> on M<sup>r</sup> Wilsons,Nov<sup>r</sup> 5,Spectator Vol 3<sup>d</sup>
,,order by John Duencan,,
22,C.4.14,Calvinus in N. Test. cum Harm. Evang.,Nov<sup>r</sup> 29,Calvinus in N. Test. cum Harm. &c
,,on Profr Shaws order by,,
,,Robt: Watson,,
,,,,
